geoid,total_votes,votes_gop,votes_dem
55065.0,8555,4821,3647
55067.0,11165,7330,3704
55069.0,16497,10017,6261
55071.0,44829,27218,16818
55073.0,76751,44624,30808
55075.0,22979,15304,7366
55077.0,9065,5719,3239
55078.0,1590,278,1303
55079.0,459723,134482,317527
55081.0,22611,13775,8433
55083.0,23215,16226,6715
55085.0,24159,13671,10105
55087.0,108022,58385,47667
55089.0,61486,33912,26517
55091.0,4144,2584,1489
55093.0,23317,12815,9796
55095.0,26371,16611,9370
55097.0,40603,19299,20428
55099.0,8546,5394,3032
55101.0,106451,54479,50159
55103.0,9014,4871,3995
55105.0,85360,37138,46658
55107.0,7886,5257,2517
55111.0,36199,17493,18108
55113.0,10500,5909,4498
55115.0,22789,15173,7131
55117.0,65985,37609,27101
55109.0,56573,32199,23190
55119.0,10686,7657,2693
55121.0,15380,8833,6285
55123.0,15923,8218,7457
55125.0,15369,9261,5903
55127.0,57600,33851,22789
55129.0,10378,6334,3867
55131.0,88070,60237,26650
55133.0,267996,159649,103906
55135.0,29130,18952,9703
55137.0,13568,9016,4388
55139.0,94032,47796,44060
55141.0,41298,24308,16365
54001.0,6677,5116,1457
54003.0,51539,33279,17186
54005.0,9013,6816,2041
54007.0,5664,4120,1457
54009.0,10656,7545,2947
54011.0,37360,21721,14994
54013.0,2971,2364,568
54015.0,3365,2679,641
54017.0,3101,2619,435
54019.0,16870,11580,5063
54021.0,2662,2012,599
54023.0,5510,4871,607
54025.0,15850,10925,4655
54027.0,10086,8033,1939
54029.0,13802,9806,3790
54031.0,6333,4859,1381
54033.0,30465,20683,9215
54035.0,13509,10093,3207
54037.0,27705,15033,12127
54039.0,82250,46398,34344
54041.0,7459,5782,1538
54043.0,7831,6012,1711
54045.0,13026,10534,2333
54049.0,25799,16300,8901
54051.0,14080,10435,3455
54053.0,11206,8491,2526
54047.0,6527,5148,1333
54055.0,25135,19237,5556
54057.0,12876,10040,2660
54059.0,10026,8544,1397
54061.0,42079,20803,20282
54063.0,6490,5068,1345
54065.0,8696,6537,1998
54067.0,10633,8279,2226
54069.0,19900,12354,7223
54071.0,3659,2782,820
54073.0,3491,2742,699
54075.0,4009,2895,1047
54077.0,14573,11190,3163
54079.0,28501,20034,7878
54081.0,33114,24673,7982
54083.0,12200,8673,3362
54085.0,4283,3649,586
54087.0,5763,4213,1455
54089.0,5585,4074,1448
54091.0,7383,5477,1796
54093.0,3845,2841,938
54095.0,3923,3226,631
54097.0,10223,7771,2256
54099.0,16947,12585,4088
54101.0,3402,2759,610
54103.0,6669,4993,1539
54105.0,2653,2134,466
54107.0,38765,27202,10926
54109.0,8592,7353,1157
56001.0,18617,8579,9092
56003.0,5752,4806,788
56005.0,19566,16975,1935
56007.0,6664,5014,1427
56009.0,6970,5917,861
56011.0,4119,3651,378
56013.0,18111,12007,5519
56015.0,6241,4878,1203
56017.0,2577,1999,482
56019.0,4914,3881,897
56021.0,44982,27891,15217
56023.0,10468,8643,1509
56025.0,35202,25271,8530
56027.0,1308,1118,155
56029.0,16717,12813,3410
56031.0,4923,3898,890
56033.0,16428,11843,4043
56035.0,4970,3957,882
56037.0,16603,12229,3823
56039.0,14677,4341,9848
56041.0,9402,7496,1591
56043.0,4012,3245,651
56045.0,3542,3107,360
